web-scraper-order,web-scraper-start-url,unit-codes,unit-codes-href,prereqs
"1560438427-2461","http://handbook.mq.edu.au/2019/Units/UGByCode","CHIR213 - Chiropractic Sciences 3","http://handbook.mq.edu.au/2019/Units/UGUnit/CHIR213","CHIR113"
"1560438533-2603","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL347 - Plant Biology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL347","ENVE266"
"1560438244-2270","http://handbook.mq.edu.au/2019/Units/UGByCode","CUL230 - Performance and Popular Media","http://handbook.mq.edu.au/2019/Units/UGUnit/CUL230","null"
"1560438435-2474","http://handbook.mq.edu.au/2019/Units/UGByCode","CHIN201 - Reading China","http://handbook.mq.edu.au/2019/Units/UGUnit/CHIN201","null"
"1560437851-1770","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL209 - Children's Literature","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL209","null"
"1560436386-327","http://handbook.mq.edu.au/2019/Units/UGByCode","PSYC301 - Advanced Counselling Approaches and Principles","http://handbook.mq.edu.au/2019/Units/UGUnit/PSYC301","PSYC201"
"1560436457-456","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSYC105"
"1560437280-1220","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS528 - Competition and Consumer Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS528","BUSL251"
"1560438562-2679","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL227 - Ecology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL227","BIOL115"
"1560437849-1768","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL219 - Pulitzers, Bookers, Nobels: Prize-Winning Books","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL219","null"
"1560438073-2081","http://handbook.mq.edu.au/2019/Units/UGByCode","EDST310 - Teaching English Language and Literacies in the Early Primary School Years","http://handbook.mq.edu.au/2019/Units/UGUnit/EDST310","null"
"1560437627-1534","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS335 - Marine Science Capstone","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS335","null"
"1560436426-376","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY349 - Design and Statistics III","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY349","PSY248"
"1560438478-2532","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS104 - Biomolecules","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS104","null"
"1560437276-1215","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS530 - Jessup International Law Moot","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS530","null"
"1560438834-2905","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN312 - Issues in Corporate Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN312","AFIN352"
"1560437032-1003","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH388 - Mathematics III Advanced","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH388","MATH236"
"1560437677-1581","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP262 - The Ecological Humanities: Australians and their Environment","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP262","null"
"1560436192-129","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT378 - Statistical Computing","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT378","null"
"1560436597-588","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS221 - Introduction to Optical Science and Technology","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS221","PHYS143"
"1560436449-412","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY247 - Perception","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY247","PSYC105"
"1560438164-2195","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE340 - Curriculum Connections and Pedagogy 1","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE340","null"
"1560437725-1614","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN231 - Intermediate French Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN231","null"
"1560437024-981","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH203 - Mechanical Design 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH203","PHYS143"
"1560436589-571","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS303 - Quantum Mechanics and Atomic Physics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS303","MATH235"
"1560438892-2988","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG365 - Blockchain for Business","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG365","null"
"1560438248-2272","http://handbook.mq.edu.au/2019/Units/UGByCode","CUL221 - Australian Film and Television","http://handbook.mq.edu.au/2019/Units/UGUnit/CUL221","null"
"1560437781-1664","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS341 - Advanced Environmental Earth Science","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS341","null"
"1560436222-186","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT171 - Statistical Data Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT171","MATH136"
"1560438349-2394","http://handbook.mq.edu.au/2019/Units/UGByCode","COGS399 - Cognitive Science in the Real World","http://handbook.mq.edu.au/2019/Units/UGUnit/COGS399","null"
"1560436228-189","http://handbook.mq.edu.au/2019/Units/UGByCode","SSCI310 - Evaluation and Applied Social Science","http://handbook.mq.edu.au/2019/Units/UGUnit/SSCI310","SSCI201"
"1560437014-951","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH303 - Mechanical Design 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH303","MECH204"
"1560437793-1700","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS301 - Marine Climate, Weather and Coastal Oceanography","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS301","null"
"1560438365-2405","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN386 - Chinese-English-Chinese Interpreting I (Paraprofessional level)","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN386","null"
"1560436567-556","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT201 - Cybercrime","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT201","null"
"1560438080-2088","http://handbook.mq.edu.au/2019/Units/UGByCode","EDST212 - Language and Literacy Learning in Early Childhood","http://handbook.mq.edu.au/2019/Units/UGUnit/EDST212","ECH113"
"1560437775-1648","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS383 - Environmental Analysis Using Remote Sensing and GIS","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS383","GEOS264"
"1560438539-2612","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL328 - Animal Behaviour","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL328","BIOL257"
"1560436348-300","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN460 - Advanced Russian III","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN460","RSN355"
"1560438305-2329","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP347 - Computer Networks","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP347","ELEC240"
"1560437230-1172","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS571 - Health Law and Ethics","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS571","LAWS217"
"1560437919-1855","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC421 - Telecommunications Engineering Research Thesis B","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC421","ELEC420"
"1560436996-922","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH421 - Mechatronic Engineering Research Thesis B","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH421","null"
"1560436597-585","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS221 - Introduction to Optical Science and Technology","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS221","MATH132"
"1560436731-688","http://handbook.mq.edu.au/2019/Units/UGByCode","MMCS380 - Advanced Audio and Sound Design","http://handbook.mq.edu.au/2019/Units/UGUnit/MMCS380","MAS207"
"1560436174-95","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP388 - Curriculum and Instruction in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP388","TEP387"
"1560436461-478","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY224 - Psychology, Health and Wellbeing","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY224","BIOL108"
"1560436441-398","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY336 - Personality and its Disorders","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY336","PSY234"
"1560436228-190","http://handbook.mq.edu.au/2019/Units/UGByCode","SSCI310 - Evaluation and Applied Social Science","http://handbook.mq.edu.au/2019/Units/UGUnit/SSCI310","SSCI202"
"1560438335-2387","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP225 - Algorithms and Data Structures","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP225","STAT175"
"1560437603-1507","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN133 - Introductory German III","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN133","GMN105"
"1560437841-1757","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL236 - Writing Popular Genre Fiction","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL236","null"
"1560437142-1103","http://handbook.mq.edu.au/2019/Units/UGByCode","LING389 - Advanced Communication in Social Institutions","http://handbook.mq.edu.au/2019/Units/UGUnit/LING389","null"
"1560438918-3027","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG200 - Management Accounting","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG200","null"
"1560436617-625","http://handbook.mq.edu.au/2019/Units/UGByCode","PHTY302 - Biomechanics of Human Movement","http://handbook.mq.edu.au/2019/Units/UGUnit/PHTY302","HLTH109"
"1560438539-2610","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL328 - Animal Behaviour","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL328","BIOL228"
"1560438874-2973","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST212 - Combinatorial Probability","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST212","null"
"1560438381-2419","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN320 - Advanced Chinese I","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN320","null"
"1560436705-674","http://handbook.mq.edu.au/2019/Units/UGByCode","MUS301 - World Musics","http://handbook.mq.edu.au/2019/Units/UGUnit/MUS301","null"
"1560438076-2084","http://handbook.mq.edu.au/2019/Units/UGByCode","EDST300 - Practice of Teaching: Cultures in History and Geography","http://handbook.mq.edu.au/2019/Units/UGUnit/EDST300","EDST200"
"1560438663-2758","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS399 - Capstone Unit: Egypt and the Near East","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS399","null"
"1560437206-1150","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS592 - Issues in Heritage Conservation","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS592","null"
"1560436457-455","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSYC104"
"1560438162-2188","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE420 - The Educational Leader","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE420","ECHP324"
"1560437884-1804","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG400 - Industry Experience","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG400","ENGG200"
"1560437915-1848","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC428 - Software Defined Networking","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC428","COMP347"
"1560438908-3016","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG308 - Corporate Accounting and Business Advisory","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG308","null"
"1560437353-1314","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW448 - Animal Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW448","null"
"1560438848-2939","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST404 - Investment Management","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST404","ACST255"
"1560437895-1820","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG125 - Engineering Mathematics - II","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG125","ENGG120"
"1560438564-2688","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL206 - Genetics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL206","BIOL115"
"1560437100-1073","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS304 - Screens, Images, Ideas","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS304","null"
"1560436879-825","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT303 - Business Leadership: Ethics and Social Responsibility","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT303","null"
"1560438483-2537","http://handbook.mq.edu.au/2019/Units/UGByCode","BUSL320 - Taxation Law and Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/BUSL320","null"
"1560438554-2657","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL242 - Marine Environmental Issues","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL242","BIOL116"
"1560437789-1686","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS304 - Integrated Climate Science","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS304","ENVE301"
"1560436877-816","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT304 - Creativity and Innovation","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT304","MGMT302"
"1560437699-1594","http://handbook.mq.edu.au/2019/Units/UGByCode","GEN320 - Modern Families","http://handbook.mq.edu.au/2019/Units/UGUnit/GEN320","null"
"1560438196-2237","http://handbook.mq.edu.au/2019/Units/UGByCode","ECH400 - Individual Educational Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ECH400","ECH218"
"1560438174-2210","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE220 - Early Childhood Pedagogy and Curriculum","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE220","EDST201"
"1560436264-231","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN120 - Introductory Spanish Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN120","null"
"1560436955-890","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI205 - Human Health and Disease Processes","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI205","null"
"1560437317-1270","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS398 - Civil and Criminal Procedure","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS398","LAW203"
"1560436457-447","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSY105"
"1560438485-2538","http://handbook.mq.edu.au/2019/Units/UGByCode","BUSL315 - Cyber-security & Privacy: Implications for Business & Law","http://handbook.mq.edu.au/2019/Units/UGUnit/BUSL315","null"
"1560436459-474","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY234 - Social and Personality Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY234","PSYC105"
"1560437305-1261","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS504 - Advanced Administrative Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS504","null"
"1560438194-2235","http://handbook.mq.edu.au/2019/Units/UGByCode","ECH430 - Teaching and Learning Science and Technology","http://handbook.mq.edu.au/2019/Units/UGUnit/ECH430","ECHE234"
"1560437285-1231","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS521 - Foundations of Commercial Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS521","BUSL251"
"1560437950-1900","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC326 - Mechatronic Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC326","ELEC324"
"1560436877-822","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT304 - Creativity and Innovation","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT304","FOBE202"
"1560436232-201","http://handbook.mq.edu.au/2019/Units/UGByCode","SSCI300 - Advanced Social Research Methods","http://handbook.mq.edu.au/2019/Units/UGUnit/SSCI300","null"
"1560438552-2653","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL247 - Systems Physiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL247","PSYC105"
"1560436875-814","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT305 - Problem Solving: Critical and Strategic Thinking","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT305","MGMT202"
"1560437635-1543","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS305 - Exploration and Environmental Geophysics I","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS305","GEOS205"
"1560437611-1514","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS385 - Global Tectonics","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS385","null"
"1560438234-2265","http://handbook.mq.edu.au/2019/Units/UGByCode","CUL331 - Performance Research","http://handbook.mq.edu.au/2019/Units/UGUnit/CUL331","null"
"1560436250-217","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN315 - Place and Displacement","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN315","SPN202"
"1560436358-308","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN305 - Women in Russian Culture","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN305","null"
"1560438926-3031","http://handbook.mq.edu.au/2019/Units/UGByCode","ABST304 - Indigenous Politics, Policy and Activism","http://handbook.mq.edu.au/2019/Units/UGUnit/ABST304","null"
"1560437994-1980","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC392 - Research Inquiry in the Classroom","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC392","null"
"1560437116-1082","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS212 - Screen Production 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS212","null"
"1560438355-2397","http://handbook.mq.edu.au/2019/Units/UGByCode","COGS202 - Cognitive Neuroscience","http://handbook.mq.edu.au/2019/Units/UGUnit/COGS202","COGS100"
"1560437797-1709","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS264 - Introduction to Geographic Information Science","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS264","ISYS100"
"1560437697-1593","http://handbook.mq.edu.au/2019/Units/UGByCode","GEND230 - Sex, Race, and Rock","http://handbook.mq.edu.au/2019/Units/UGUnit/GEND230","null"
"1560436144-57","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP440 - Society and Culture in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP440","EDTE410"
"1560436619-631","http://handbook.mq.edu.au/2019/Units/UGByCode","PHTY301 - Human Movement","http://handbook.mq.edu.au/2019/Units/UGUnit/PHTY301","PHTY302"
"1560437845-1761","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL233 - Creative Writing 2: Concept and Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL233","ENGL121"
"1560437004-936","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH402 - Energy Sustainable Design","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH402","null"
"1560438549-2636","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL257 - Neurophysiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL257","BIOL122"
"1560438894-2990","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG358 - Information Systems Audit and Assurance","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG358","ACCG251"
